ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
258-101_tofly-1,35958,258,101_tofly,lele,lele,l e l e,"Fly, run",POLLEX,11,false,^l e l e$,default
258-102_rat-1,36315,258,102_rat,kuma,kuma,k u m a,Rat,POLLEX,13,false,^k u m a$,default
258-103_meatflesh-1,168001,258,103_meatflesh,me'a kai,me'a kai,m e ʔ a + k a i,,POLLEX,,false,^m e 'a + k a i$,default
258-104_fatgrease-1,105086,258,104_fatgrease,huni,huni,h u n i,L from Tongan,POLLEX,12,true,^h u n i$,default
258-105_tail-1,168002,258,105_tail,hiku,hiku,h i k u,(of fish),POLLEX,13,false,^h i k u$,default
258-107_wormearthworm-1,168003,258,107_wormearthworm,kelemutu,kelemutu,k e l e m u t u,,POLLEX,9,false,^k e l e m u t u$,default
258-108_louse-1,105141,258,108_louse,kutu,kutu,k u t u,Louse,POLLEX,1,false,^k u t u$,default
258-108_louse-2,105142,258,108_louse,tuma,tuma,t u m a,Bodylouse,POLLEX,3,false,^t u m a$,default
258-109_mosquito-1,38814,258,109_mosquito,namu,namu,n a m u,Mosquito,POLLEX,1,false,^n a m u$,default
258-110_spider-1,105181,258,110_spider,kaleveleve,kaleveleve,k a l e v e l e v e,Araignee (Btn),POLLEX,1,false,^k a l e v e l e v e$,default
258-110_spider-2,105182,258,110_spider,kavelevele,kavelevele,k a v e l e v e l e,Araignee (Btn),POLLEX,1,false,^k a v e l e v e l e$,default
258-111_fish-1,39528,258,111_fish,ika,ika,i k a,Fish n,POLLEX,1,false,^i k a$,default
258-112_rotten-1,105243,258,112_rotten,pala,pala,p a l a,"Rotten, wet",POLLEX,13,false,^p a l a$,default
258-112_rotten-2,105244,258,112_rotten,popo,popo,p o p o,"Gate, deteriore, pourri (Rch)",POLLEX,14,false,^p o p o$,default
258-113_branch-1,105289,258,113_branch,vaà,vaà,v a ʔ à/a,L from Tongan,POLLEX,65,true,^v a à$,default
258-113_branch-2,105290,258,113_branch,àkau,àkau,ʔ à/a k a u,L from Tongan,POLLEX,"1,4",true,^à k a u$,default
258-114_leaf-1,40599,258,114_leaf,lau,lau,l a u,Leaf,POLLEX,1,false,^l a u$,default
258-115_root-1,40956,258,115_root,aka,aka,a k a,Root,POLLEX,2,false,^a k a$,default
258-116_flower-1,41313,258,116_flower,fisi,fisi,f i s i,Fleur,POLLEX,8,false,^f i s i$,default
258-117_fruit-1,41670,258,117_fruit,fua,fua,f u a,Fruit,POLLEX,1,false,^f u a$,default
258-118_grass-1,105375,258,118_grass,mohuku,mohuku,m o h u k u,Herbe (Btn) B. [<],POLLEX,58,false,^m o h u k u$,default
258-118_grass-2,105376,258,118_grass,musie,musie,m u s i e,"Pelouse, gazon, herbe trainante (Btn)",POLLEX,13,false,^m u s i e$,default
258-119_earthsoil-1,105399,258,119_earthsoil,kele,kele,k e l e,Earth,POLLEX,10,false,^k e l e$,default
258-119_earthsoil-2,105400,258,119_earthsoil,kele/kele,kele,k e l e,Dirty,POLLEX,10,false,^k e l e$,default
258-119_earthsoil-3,105400,258,119_earthsoil,kele/kele,kele,k e l e,Dirty,POLLEX,10,false,^k e l e$,default
258-120_stone-1,42741,258,120_stone,maka,maka,m a k a,"Pierre, rocher",POLLEX,4,false,^m a k a$,default
258-121_sand-1,43098,258,121_sand,one,one,o n e,Sand,POLLEX,1,false,^o n e$,default
258-122_water-1,43455,258,122_water,vai,vai,v a i,Water,POLLEX,2,false,^v a i$,default
258-123_toflow-1,105494,258,123_toflow,hali,hali,h a l i,"Flow, fall (of water)",POLLEX,24,false,^h a l i$,default
258-123_toflow-2,105495,258,123_toflow,tafe,tafe,t a f e,"Couler, s'ecouler; torrent (Btn)",POLLEX,10,false,^t a f e$,default
258-124_sea-1,44169,258,124_sea,vaha,vaha,v a h a,"Distance, haute mer, espace (Rch)",POLLEX,12,false,^v a h a$,default
258-125_salt-1,168004,258,125_salt,tai,tai,t a i,(salt water),POLLEX,20,false,^t a i$,default
258-126_lake-1,107837,258,126_lake,lano,lano,l a n o,In names of lakes on the island (Bgs),POLLEX,1,false,^l a n o$,default
258-126_lake-2,107838,258,126_lake,ano,ano,a n o,L from Tongan,POLLEX,1,true,^a n o$,default
258-126_lake-3,107839,258,126_lake,namo,namo,n a m o,Lagoon; shallow area of the sea,POLLEX,7,false,^n a m o$,default
258-127_woodsforest-1,107872,258,127_woodsforest,ulu,ulu,u l u,,POLLEX,15,false,^u l u$,default
258-127_woodsforest-2,107873,258,127_woodsforest,vao,vao,v a o,,POLLEX,14,false,^v a o$,default
258-128_sky-1,45597,258,128_sky,lagi,lagi,l a g i,Sky,POLLEX,1,false,^l a g i$,default
258-129_moon-1,45954,258,129_moon,maahina,maahina,m aː h i n a,Moon,POLLEX,"37, 5",false,^m aa h i n a$,default
258-130_star-1,46311,258,130_star,fetu'u,fetu'u,f e t u ʔ u,Etoile (Rch),POLLEX,1,false,^f e t u 'u$,default
258-131_cloud-1,46668,258,131_cloud,ào,ào,ʔ à/a o,Cloud,POLLEX,12,false,^à o$,default
258-132_fog-1,168005,258,132_fog,kokofu,kokofu,k o k o f u,,POLLEX,"1, 47",false,^k o k o f u$,default
258-133_rain-1,47382,258,133_rain,'ua,'ua,ʔ u a,Rain,POLLEX,1,false,^'u a$,default
258-134_thunder-1,47739,258,134_thunder,faisisili,faisisili,f a i s i s i l i,Thunder (Btn),POLLEX,14,false,^f a i s i s i l i$,default
258-134_thunder-2,170136,258,134_thunder,mana,mana,m a n a,,POLLEX,37,false,^m a n a$,default
258-134_thunder-3,170070,258,134_thunder,mana,mana,m a n a,,POLLEX,37,false,^m a n a$,default
258-135_lightning-1,48096,258,135_lightning,'uhila,'uhila,ʔ u h i l a,L from Tongan (Pawley 2010; Biggs 1980),POLLEX,2,true,^'u h i l a$,default
258-136_wind-1,108077,258,136_wind,matagi,matagi,m a t a g i,"Vent, brise (Ren)",POLLEX,"1,66",false,^m a t a g i$,default
258-136_wind-2,108078,258,136_wind,havili,havili,h a v i l i,"Brise, vent leger; venter, souffler (Rch)",POLLEX,11,false,^h a v i l i$,default
258-137_toblow-1,109026,258,137_toblow,agi(agi),agi,a g i,Blow continuously,POLLEX,8,false,^a g i$,default
258-137_toblow-2,109027,258,137_toblow,ifi,ifi,i f i,Blow with mouth (Btn),POLLEX,5,false,^i f i$,default
258-137_toblow-3,109028,258,137_toblow,pu/puhi/,pu,p u,Souffler (Rch),POLLEX,6,false,^p u$,default
258-137_toblow-4,109028,258,137_toblow,pu/puhi/,puhi,p u h i,Souffler (Rch),POLLEX,6,false,^p u h i$,default
258-137_toblow-5,109029,258,137_toblow,havili,havili,h a v i l i,"Brise, vent leger; venter, souffler (Rch)",POLLEX,11,false,^h a v i l i$,default
258-138_warm-1,118837,258,138_warm,maafana,maafana,m aː f a n a,"Chaleur, chaud (Rch)",POLLEX,"1, 72",false,^m aa f a n a$,default
258-138_warm-2,118838,258,138_warm,mafana,mafana,m a f a n a,Warm,POLLEX,"1, 72",false,^m a f a n a$,default
258-139_cold-1,122722,258,139_cold,makalili,makalili,m a k a l i l i,Chilly,POLLEX,"1,52",false,^m a k a l i l i$,default
258-139_cold-2,122723,258,139_cold,ànu/fea,ànu,ʔ à/a n u,Froid (Rch),POLLEX,8,false,^à n u$,default
258-139_cold-3,122723,258,139_cold,ànu/fea,fea,f e a,Froid (Rch),POLLEX,8,false,^f e a$,default
258-139_cold-4,122724,258,139_cold,ànu/fea,ànu,ʔ à/a n u,Froid (Rch),POLLEX,8,false,^à n u$,default
258-139_cold-5,122724,258,139_cold,ànu/fea,fea,f e a,Froid (Rch),POLLEX,8,false,^f e a$,default
258-140_dry-1,120826,258,140_dry,maha,maha,m a h a,"Empty, dry",POLLEX,11,false,^m a h a$,default
258-140_dry-2,120827,258,140_dry,malo,malo,m a l o,Seche (Btn),POLLEX,13,false,^m a l o$,default
258-141_wet-1,90432,258,141_wet,palapala,palapala,p a l a p a l a,Pollex 06: Palapala. :Wet.,POLLEX,38,false,^p a l a p a l a$,default
258-142_heavy-1,50595,258,142_heavy,mamafa,mamafa,m a m a f a,Heavy,POLLEX,46,false,^m a m a f a$,default
258-143_fire-1,50952,258,143_fire,afi,afi,a f i,Feu (Rch),POLLEX,1,false,^a f i$,default
258-144_toburn-1,51309,258,144_toburn,tutu,tutu,t u t u,Mettre le feu a (Rch),POLLEX,"1,6",false,^t u t u$,default
258-144_toburn-2,3229917,258,144_toburn,kakaha,kakaha,k a k a h a,L from Tongan (Biggs 1980),POLLEX,62,true,^k a k a h a$,default
258-145_smoke-1,51666,258,145_smoke,àhu,àhu,ʔ à/a h u,Likely L from Tongan,POLLEX,2,true,^àh u$,default
258-146_ashes-1,52023,258,146_ashes,lefu/lefu,lefu,l e f u,Cendre (Rch),POLLEX,67,false,^l e f u$,default
258-146_ashes-2,52023,258,146_ashes,lefu/lefu,lefu,l e f u,Cendre (Rch),POLLEX,67,false,^l e f u$,default
258-147_black-1,52380,258,147_black,'uli,'uli,ʔ u l i,"Black, dark",POLLEX,7,false,^'u l i$,default
258-148_white-1,52737,258,148_white,tea,tea,t e a,White,POLLEX,8,false,^t e a$,default
258-149_red-1,90433,258,149_red,kula,kula,k u l a,Pollex 06: Kula. Red.,POLLEX,13,false,^k u l a$,default
258-150_yellow-1,108349,258,150_yellow,legalega,legalega,l e g a l e g a,,POLLEX,10,false,^l e g a l e g a$,default
258-151_green-1,53808,258,151_green,moto,moto,m o t o,"Green, unripe",POLLEX,"1, 10",false,^m o t o$,default
258-152_small-1,125382,258,152_small,siì,siì,s i ì,"Petit, un peu (Rch) B. [<]",POLLEX,141,false,^s i ì$,default
258-152_small-2,125383,258,152_small,pukupuku,pukupuku,p u k u p u k u,"Short, small",POLLEX,12,false,^p u k u p u k u$,default
258-153_big-1,54522,258,153_big,lahi,lahi,l a h i,Large,POLLEX,12,false,^l a h i$,default
258-154_short-1,54879,258,154_short,pukupuku,pukupuku,p u k u p u k u,"Short, small",POLLEX,3,false,^p u k u p u k u$,default
258-155_long-1,55236,258,155_long,loa,loa,l o a,Long,POLLEX,"12,105",false,^l o a$,default
258-156_thin-1,123233,258,156_thin,manifi,manifi,m a n i f i,Thin,POLLEX,1,false,^m a n i f i$,default
258-156_thin-2,123234,258,156_thin,pakau(kau),pakau,p a k a u,Mince; fluet; grand maigre (Btn),POLLEX,6,false,^p a k a u$,default
258-156_thin-3,123235,258,156_thin,pakau/kau,pakau,p a k a u,Mince; fluet; grand maigre (Btn),POLLEX,6,false,^p a k a u$,default
258-156_thin-4,123235,258,156_thin,pakau/kau,kau,k a u,Mince; fluet; grand maigre (Btn),POLLEX,6,false,^k a u$,default
258-156_thin-5,123236,258,156_thin,pakau/pakau,pakau,p a k a u,Mince; fluet; grand maigre (Btn),POLLEX,6,false,^p a k a u$,default
258-156_thin-6,123236,258,156_thin,pakau/pakau,pakau,p a k a u,Mince; fluet; grand maigre (Btn),POLLEX,6,false,^p a k a u$,default
258-157_thick-1,55950,258,157_thick,maatolu,maatolu,m aː t o l u,Epais (Rch),POLLEX,3,false,^m aa t o l u$,default
258-158_narrow-1,168006,258,158_narrow,veliveli,veliveli,v e l i v e l i,,POLLEX,,false,^v e l i v e l i$,default
258-159_wide-1,56664,258,159_wide,laulahi,laulahi,l a u l a h i,Largeur,POLLEX,"73, 9",false,^l a u l a h i$,default
258-160_painfulsick-1,57021,258,160_painfulsick,mahaki,mahaki,m a h a k i,Sickness,POLLEX,1,false,^m a h a k i$,default
258-161_shyashamed-1,123003,258,161_shyashamed,luma,luma,l u m a,Be ashamed,POLLEX,4,false,^l u m a$,default
258-161_shyashamed-2,123004,258,161_shyashamed,maa,maa,m aː,Feel ashamed (Btn),POLLEX,1,false,^m aa$,default
258-162_old-1,168007,258,162_old,matua,matua,m a t u a,,POLLEX,1,false,^m a t u a$,default
258-163_new-1,58092,258,163_new,fo'ou,fo'ou,f o ʔ o u,New,POLLEX,1,false,^f o 'o u$,default
258-164_good-1,122655,258,164_good,lelei,lelei,l e l e i,Bien,POLLEX,17,false,^l e l e i$,default
258-164_good-2,122656,258,164_good,maalie,maalie,m aː l i e,etre bien,POLLEX,16,false,^m aa l i e$,default
258-165_badevil-1,58806,258,165_badevil,kovi,kovi,k o v i,L from Tongan,POLLEX,10,true,^k o v i$,default
258-166_correcttrue-1,59163,258,166_correcttrue,tonu,tonu,t o n u,"Droit, justice, exactitude (Rch)",POLLEX,8,false,^t o n u$,default
258-167_night-1,123221,258,167_night,poo,poo,p oː,Night (Btn),POLLEX,1,false,^p oo$,default
258-167_night-2,123222,258,167_night,poo'uli,poo'uli,p oː ʔ u l i,"Nuit, tenebres, obscurite (Rch) B. [<]",POLLEX,"1,10",false,^p oo 'u l i$,default
258-168_day-1,119477,258,168_day,àho,àho,ʔ à/a h o,L from Tongan,POLLEX,"1, 54",true,^àh o$,default
258-169_year-1,60234,258,169_year,ta'u,ta'u,t a ʔ u,Year,POLLEX,1,false,^t a 'u$,default
258-170_when-1,60591,258,170_when,afea,afea,a f e a,When? (future) (Btn),POLLEX,5,false,^a f e a$,default
258-171_tohide-1,60948,258,171_tohide,mu(mu)ni,muni,m u n i,Hide an object,POLLEX,"1, 67",false,^m u n i$,default
258-172_toclimb-1,61305,258,172_toclimb,kake,kake,k a k e,Climb,POLLEX,32,false,^k a k e$,default
258-173_at-1,122914,258,173_at,ì,ì,ʔ ì/i,"Dans, en, sur (Rch)",POLLEX,1,false,^ì$,default
258-173_at-2,122915,258,173_at,tei,tei,t e i,Presque; sur le point de; quasi (Btn) [<],POLLEX,5,false,^t e i$,default
258-175_above-1,120867,258,175_above,'o/luga/,'o,ʔ o,Above (Rch) B. [<],POLLEX,9,false,^'o$,default
258-175_above-2,120867,258,175_above,'o/luga/,luga,l u g a,Above (Rch) B. [<],POLLEX,9,false,^l u g a$,default
258-175_above-3,120868,258,175_above,'o/luga/,'o,ʔ o,DUP,POLLEX,9,false,^'o$,default
258-175_above-4,120868,258,175_above,'o/luga/,luga,l u g a,DUP,POLLEX,9,false,^l u g a$,default
258-176_below-1,62733,258,176_below,lalo,lalo,l a l o,"Under, below",POLLEX,8,false,^l a l o$,default
258-177_this-1,90434,258,177_this,eni,eni,e n i,Pollex 06: <Eni. This (Ply) B.>.,POLLEX,1,false,^e n i$,default
258-178_that-1,168008,258,178_that,kohee,kohee,k o h eː,,POLLEX,,false,^k o h ee$,default
258-179_near-1,63804,258,179_near,tata,tata,t a t a,Near,POLLEX,9,false,^t a t a$,default
258-180_far-1,123087,258,180_far,mama'o,mama'o,m a m a ʔ o,"Distant, far off",POLLEX,13,false,^m a m a 'o$,default
258-180_far-2,123088,258,180_far,tau mama'o,tau mama'o,t a u + m a m a ʔ o,"Profond, eloigne, distant (Btn)",POLLEX,"1, 13",false,^t a u + m a m a 'o$,default
258-181_where-1,64518,258,181_where,fea,fea,f e a,Where?,POLLEX,"3,35",false,^f e a$,default
258-182_i-1,168009,258,182_i,koau,koau,k o a u,,POLLEX,"1,21",false,^k o a u$,default
258-183_thou-1,123556,258,183_thou,kee,kee,k eː,Second person singular preposed subject pronoun (Bgs),POLLEX,5,false,^k ee$,default
258-183_thou-2,123339,258,183_thou,kee,kee,k eː,Second person singular preposed subject pronoun (Bgs),POLLEX,5,false,^k ee$,default
258-183_thou-3,123340,258,183_thou,koe,koe,k o e,You (Sing.),POLLEX,1,false,^k o e$,default
258-183_thou-4,123557,258,183_thou,koe,koe,k o e,You (Sing.),POLLEX,1,false,^k o e$,default
258-184_heshe-1,65589,258,184_heshe,ia,ia,i a,Third person singular personal pronoun,POLLEX,1,false,^i a$,default
258-185_we-1,123626,258,185_we,maa,maa,m aː,First person dual exclusive preposed pronoun,POLLEX,2,false,^m aa$,default
258-185_we-2,123627,258,185_we,tou,tou,t o u,First person incl. plural incorporated pronoun (Btn),POLLEX,39,false,^t o u$,default
258-186_you-1,123342,258,186_you,kotou,kotou,k o t o u,Short form of 2nd person plural pronoun (Rch),POLLEX,16,false,^k o t o u$,default
258-186_you-2,123344,258,186_you,koutou,koutou,k o u t o u,Second person plural pronoun in nucleus of the phrase,POLLEX,16,false,^k o u t o u$,default
258-187_they-1,66660,258,187_they,naaua,naaua,n aː u a,3P dual (L form Tongan),POLLEX,,true,^n aa u a$,default
258-188_what-1,67017,258,188_what,aa,aa,aː,"What?, why?",POLLEX,84,false,^aa$,default
258-189_who-1,67374,258,189_who,ai,ai,a i,Who?,POLLEX,1,false,^a i$,default
258-190_other-1,168010,258,190_other,tahi,tahi,t a h i,,POLLEX,7,false,^t a h i$,default
258-191_all-1,123120,258,191_all,fulifuli,fulifuli,f u l i f u l i,All,POLLEX,14,false,^f u l i f u l i$,default
258-191_all-2,123121,258,191_all,katoa,katoa,k a t o a,"Tout, universel, complet",POLLEX,13,false,^k a t o a$,default
258-192_and-1,68445,258,192_and,mo,mo,m o,"Et, avec (Rch)",POLLEX,9,false,^m o$,default
258-194_how-1,119434,258,194_how,fefeai,fefeai,f e f e a i,How? why? (Btn),POLLEX,11,false,^f e f e a i$,default
258-194_how-2,119435,258,194_how,feafeaì,feafeaì,f e a f e a ì,How? [<],POLLEX,11,false,^f e a f e a ì$,default
258-195_nonot-1,69516,258,195_nonot,hèe,hèe,h è/e,Sans (Rch),POLLEX,13,false,^h èe $,default
258-196_tocount-1,123417,258,196_tocount,lau,lau,l a u,"Compter, calculer",POLLEX,62,false,^l a u$,default
258-196_tocount-2,123418,258,196_tocount,lau,lau,l a u,Compter,POLLEX,62,false,^l a u$,default
258-197_one-1,70230,258,197_one,tahi,tahi,t a h i,One,POLLEX,41,false,^t a h i$,default
258-198_two-1,70587,258,198_two,lua,lua,l u a,Two,POLLEX,1,false,^l u a$,default
258-199_three-1,70944,258,199_three,tolu,tolu,t o l u,Three,POLLEX,1,false,^t o l u$,default
258-200_four-1,71301,258,200_four,faa,faa,f aː,Four,POLLEX,"1,66",false,^f aa$,default
258-201_five-1,83786,258,201_five,nima,nima,n i m a,L from Tongan (Pawley 2010),POLLEX,1,true,^n i m a$,default
258-202_six-1,254424,258,202_six,ono,ono,o n o,,POLLEX,1,false,^o n o$,default
258-203_seven-1,83689,258,203_seven,fitu,fitu,f i t u,Seven.(Source: Pollex),POLLEX,1,false,^f i t u$,default
258-204_eight-1,90435,258,204_eight,valu,valu,v a l u,Pollex 06: Valu. :Eight.,POLLEX,3,false,^v a l u$,default
258-205_nine-1,83560,258,205_nine,hiva,hiva,h i v a,L from Tongan,POLLEX,5,true,^h i v a$,default
258-206_ten-1,83449,258,206_ten,hogofulu,hogofulu,h o g o f u l u,L from Tongan,POLLEX,5,true,^h o g o f u l u$,default
258-209_onehundred-1,83372,258,209_onehundred,te/au/,te,t e,L from Tongan,POLLEX,2,true,^t e$,default
258-209_onehundred-2,83372,258,209_onehundred,te/au/,au,a u,L from Tongan,POLLEX,2,true,^a u$,default
258-210_onethousand-1,83338,258,210_onethousand,afe,afe,a f e,Thousand.(Source: Pollex),POLLEX,3,false,^a f e$,default
259-1_hand-1,259,259,1_hand,lima,lima,l i m a,Five; hand-arm,,"1, 64",false,^l i m a$,default
259-2_left-1,616,259,2_left,sema,sema,s e m a,Gauche (Hmn),,11,false,^s e m a$,default
259-3_right-1,973,259,3_right,matau,matau,m a t a u,"Right-handed, skilful (Hmn)",,"5,13",false,^m a t a u$,default
259-4_legfoot-1,1330,259,4_legfoot,vae,vae,v a e,"Foot, leg (Hmn)",,"1, 100",false,^v a e$,default
259-5_towalk-1,1687,259,5_towalk,haele,haele,h a e l e,L from EUvea or Tongan,,6,true,^h a e l e$,default
259-6_roadpath-1,2044,259,6_roadpath,ala,ala,a l a,Road,,1,false,^a l a$,default
259-7_tocome-1,167974,259,7_tocome,'au mai,'au mai,ʔ a u + m a i,,,"1,44",false,^'a u + m a i$,default
259-8_toturn-1,3241502,259,8_toturn,faliu,faliu,f a l i u,,,2,false,^f a l i u$,default
259-9_toswim-1,87921,259,9_toswim,kakau,kakau,k a k a u,Swim,,5,false,^k a k a u$,default
259-9_toswim-2,87922,259,9_toswim,kaua,kaua,k a u a,Swim (Hmn),,5,false,^k a u a$,default
259-10_dirty-1,3241503,259,10_dirty,kele,kele,k e l e,,,10,false,^k e l e$,default
259-11_dust-1,3229928,259,11_dust,sasa,sasa,s a s a,L from NC lgs - likely Iaai (Ozanne-Rivierre 1994),,,true,^s a s a$,default
259-12_skin-1,3241504,259,12_skin,kili,kili,k i l i,,,1,false,^k i l i$,default
259-13_back-1,90909,259,13_back,tua,tua,t u a,,,11,false,^t u a$,default
259-14_belly-1,5257,259,14_belly,tinae,tinae,t i n a e,Belly,,"19, 34",false,^t i n a e$,default
259-15_bone-1,3241505,259,15_bone,ivi,ivi,i v i,,,"52,5",false,^i v i$,default
259-16_intestines-1,3241506,259,16_intestines,tinae,tinae,t i n a e,,,1,false,^t i n a e$,default
259-17_liver-1,5971,259,17_liver,ate,ate,a t e,Liver,,1,false,^a t e$,default
259-18_breast-1,6328,259,18_breast,ū,ū,ū/u,Sein (Hmn),,1,false,^ū$,default
259-19_shoulder-1,3241507,259,19_shoulder,pakakau,pakakau,p a k a k a u,,,22,false,^p a k a k a u$,default
259-20_toknowbeknowledgeable-1,3241508,259,20_toknowbeknowledgeable,iloa,iloa,i l o a,,,13,false,^i l o a$,default
259-21_tothink-1,3241509,259,21_tothink,loto,loto,l o t o,,,,false,^l o t o$,default
259-22_tofear-1,7756,259,22_tofear,mataku,mataku,m a t a k u,"Afraid, fear",,1,false,^m a t a k u$,default
259-23_blood-1,8113,259,23_blood,toto,toto,t o t o,Blood,,4,false,^t o t o$,default
259-24_head-1,8470,259,24_head,ulu,ulu,u l u,Head,,1,false,^u l u$,default
259-25_neck-1,3241510,259,25_neck,ua,ua,u a,,,18,false,^u a$,default
259-26_hair-1,3241511,259,26_hair,lauulu,lauulu,l a uː l u,,,40,false,^l a uu l u$,default
259-27_nose-1,9541,259,27_nose,isu,isu,i s u,Nose,,1,false,^i s u$,default
259-28_tobreathe-1,3241512,259,28_tobreathe,homena,homena,h o m e n a,Loan from Iaai,,,true,^h o m e n a$,default
259-29_tosniffsmell-1,90951,259,29_tosniffsmell,soŋi,soŋi,s o ŋ i,Pollex 06: Smell (sth.) (Hmn).,,9,false,^s o ŋ i$,default
259-29_tosniffsmell-2,90952,259,29_tosniffsmell,soŋia,soŋia,s o ŋ i a,Pollex 06: Smell (sth.) (Hmn).,,9,false,^s o ŋ i a$,default
259-30_mouth-1,90912,259,30_mouth,ŋutu,ŋutu,ŋ u t u,"Pollex 06: Ngutu. :Mouth, beak, muzzle (Hmn).",,2,false,^ŋ u t u$,default
259-31_tooth-1,3241513,259,31_tooth,nifo,nifo,n i f o,,,1,false,^n i f o$,default
259-32_tongue-1,11326,259,32_tongue,fagalelo,fagalelo,f a g a l e l o,,,15,false,^f a g a l e l o$,default
259-33_tolaugh-1,11683,259,33_tolaugh,kata,kata,k a t a,Laugh,,7,false,^k a t a$,default
259-34_tocry-1,12040,259,34_tocry,taŋi,taŋi,t a ŋ i,Cry,,1,false,^t a ŋ i$,default
259-35_tovomit-1,12397,259,35_tovomit,lulua,lulua,l u l u a,Vomit,,8,false,^l u l u a$,default
259-36_tospit-1,3241514,259,36_tospit,anusi,anusi,a n u s i,,,"14, 84",false,^a n u s i$,default
259-37_toeat-1,13111,259,37_toeat,kai,kai,k a i,"Food, eat",,"1,47",false,^k a i$,default
259-38_tochew-1,13468,259,38_tochew,ŋaua,ŋaua,ŋ a u a,"Chew (cane, purau etc.) (Hmn)",,8,false,^ŋ a u a$,default
259-39_tocook-1,13825,259,39_tocook,taona,taona,t a o n a,Cook in earth oven,,10,false,^t a o n a$,default
259-40_todrink-1,14182,259,40_todrink,inu,inu,i n u,Drink,,1,false,^i n u$,default
259-41_tobite-1,90953,259,41_tobite,ū,ū,ū/u,,,8,false,^ū$,default
259-42_tosuck-1,3241515,259,42_tosuck,cemi ina,cemi ina,c e m i + i n a,,,7,false,^c e m i + i n a$,default
259-43_ear-1,3241516,259,43_ear,taliŋa,taliŋa,t a l i ŋ a,,,1,false,^t a l i ŋ a$,default
259-44_tohear-1,15610,259,44_tohear,loŋona,loŋona,l o ŋ o n a,"Hear, listen",,1,false,^l o ŋ o n a$,default
259-45_eye-1,15967,259,45_eye,faimata,faimata,f a i m a t a,,,1,false,^f a i m a t a$,default
259-46_tosee-1,90914,259,46_tosee,kitea,kitea,k i t e a,,,1,false,^k i t e a$,default
259-47_toyawn-1,3229930,259,47_toyawn,ohaem,ohaem,o h a e m,L from NC lgs - likely Iaai (Ozanne-Rivierre 1994),,,true,^o h a e m$,default
259-48_tosleep-1,17038,259,48_tosleep,moe,moe,m o e,Sleep,,"10, 109",false,^m o e$,default
259-49_toliedown-1,3241517,259,49_toliedown,moe,moe,m o e,,,6,false,^m o e$,default
259-50_todream-1,17752,259,50_todream,miti,miti,m i t i,Dream,,36,false,^m i t i$,default
259-51_tosit-1,90916,259,51_tosit,nō,nō,n ō/o,"Var. hnō, noho",,16,false,^n ō$,default
259-52_tostand-1,18466,259,52_tostand,tū,tū,t ū,Stand,,2,false,^t ū$,default
259-53_personhumanbeing-1,18823,259,53_personhumanbeing,taŋata,taŋata,t a ŋ a t a,Man,,"1,66, 97",false,^t a ŋ a t a$,default
259-54_manmale-1,19180,259,54_manmale,taŋata,taŋata,t a ŋ a t a,Man,,"12,14",false,^t a ŋ a t a$,default
259-55_womanfemale-1,91088,259,55_womanfemale,fafine,fafine,f a f i n e,Woman,,"1,106",false,^f a f i n e$,default
259-55_womanfemale-2,91089,259,55_womanfemale,fine,fine,f i n e,"Woman, girl, female, wife (Dty)",,"1,41",false,^f i n e$,default
259-56_child-1,3241518,259,56_child,tama,tama,t a m a,,,6,false,^t a m a$,default
259-58_wife-1,91232,259,58_wife,fafine,fafine,f a f i n e,Woman,,"5,68",false,^f a f i n e$,default
259-58_wife-2,91233,259,58_wife,fine,fine,f i n e,"Woman, girl, female, wife (Dty)",,"5, 89",false,^f i n e$,default
259-59_mother-1,20965,259,59_mother,tinana,tinana,t i n a n a,Mother,,1,false,^t i n a n a$,default
259-60_father-1,90917,259,60_father,tamana,tamana,t a m a n a,Pollex 06: Tamana. :Father (Hmn).,,1,false,^t a m a n a$,default
259-61_house-1,21679,259,61_house,fale,fale,f a l e,House,,14,false,^f a l e$,default
259-62_thatchroof-1,3229929,259,62_thatchroof,hagoe,hagoe,h a g o e,L from NC lgs - likely Iaai (Ozanne-Rivierre 1994),,,true,^h a g o e$,default
259-63_name-1,90918,259,63_name,iŋoa,iŋoa,i ŋ o a,Pollex 06: Ingoa. :Name.,,6,false,^i ŋ o a$,default
259-64_tosay-1,3241519,259,64_tosay,muna,muna,m u n a,,,129,false,^m u n a$,default
259-65_rope-1,90919,259,65_rope,umaea,umaea,u m a e a,Pollex 06: U/maea/. :Rope (U 1888) (Hmn).,,10,false,^u m a e a$,default
259-65_rope-2,90920,259,65_rope,tukutuku,tukutuku,t u k u t u k u,Pollex 06: Tuku/tuku. :Rope (slack) (Hmn).,,,false,^t u k u t u k u$,default
259-66_totieupfasten-1,23464,259,66_totieupfasten,lītia,lītia,l ī/i t i a,Tie up,,14,false,^l ī t i a$,default
259-67_tosew-1,23821,259,67_tosew,tuia,tuia,t u i a,Sew,,"13, 16",false,^t u i a$,default
259-68_needle-1,91572,259,68_needle,sau,sau,s a u,,,1,false,^s a u$,default
259-68_needle-2,91573,259,68_needle,sika,sika,s i k a,Netting needle,,9,false,^s i k a$,default
259-69_tohunt-1,3241520,259,69_tohunt,bosi,bosi,b o s i,possible loan from Iaai,,,false,^b o s i$,default
